"","X","faceRectangle.top","faceRectangle.left","faceRectangle.width","faceRectangle.height","faceAttributes.glasses","faceAttributes.blur.blurLevel","faceAttributes.blur.value","faceAttributes.headPose.roll","faceAttributes.headPose.yaw","faceAttributes.emotion.contempt","faceAttributes.emotion.surprise","faceAttributes.emotion.happiness","faceAttributes.emotion.neutral","faceAttributes.emotion.sadness","faceAttributes.emotion.disgust","faceAttributes.emotion.anger","faceAttributes.emotion.fear","faceAttributes.occlusion.eyeOccluded","faceAttributes.occlusion.mouthOccluded","faceAttributes.occlusion.foreheadOccluded","faceAttributes.noise.noiseLevel","faceAttributes.noise.value","faceLandmarks.pupilLeft.x","faceLandmarks.pupilLeft.y","faceLandmarks.eyebrowLeftInner.x","faceLandmarks.eyebrowLeftInner.y","faceLandmarks.eyeLeftOuter.x","faceLandmarks.eyeLeftOuter.y","faceLandmarks.eyeLeftBottom.x","faceLandmarks.eyeLeftBottom.y","faceLandmarks.eyeRightOuter.x","faceLandmarks.eyeRightOuter.y","faceLandmarks.mouthRight.x","faceLandmarks.mouthRight.y","faceLandmarks.eyebrowRightOuter.x","faceLandmarks.eyebrowRightOuter.y","faceLandmarks.noseTip.x","faceLandmarks.noseTip.y","faceLandmarks.pupilRight.x","faceLandmarks.pupilRight.y","faceLandmarks.noseRootRight.x","faceLandmarks.noseRootRight.y","faceLandmarks.noseRightAlarTop.x","faceLandmarks.noseRightAlarTop.y","faceLandmarks.eyeRightTop.x","faceLandmarks.eyeRightTop.y","faceLandmarks.eyeRightBottom.x","faceLandmarks.eyeRightBottom.y","faceLandmarks.noseRootLeft.x","faceLandmarks.noseRootLeft.y","faceLandmarks.mouthLeft.x","faceLandmarks.mouthLeft.y","faceLandmarks.underLipTop.x","faceLandmarks.underLipTop.y","faceLandmarks.eyebrowRightInner.x","faceLandmarks.eyebrowRightInner.y","faceLandmarks.noseLeftAlarTop.x","faceLandmarks.noseLeftAlarTop.y","faceLandmarks.upperLipTop.x","faceLandmarks.upperLipTop.y","faceLandmarks.eyeLeftInner.x","faceLandmarks.eyeLeftInner.y","faceLandmarks.upperLipBottom.x","faceLandmarks.upperLipBottom.y","faceLandmarks.eyeRightInner.x","faceLandmarks.eyeRightInner.y","faceLandmarks.underLipBottom.x","faceLandmarks.underLipBottom.y","faceLandmarks.noseLeftAlarOutTip.x","faceLandmarks.noseLeftAlarOutTip.y","faceLandmarks.eyebrowLeftOuter.x","faceLandmarks.eyebrowLeftOuter.y","faceLandmarks.eyeLeftTop.x","faceLandmarks.eyeLeftTop.y","faceLandmarks.noseRightAlarOutTip.x","faceLandmarks.noseRightAlarOutTip.y","black","blond","brown","gray","other","red","impression","glasses","blurLevel","eyeOccluded","mouthOccluded","foreheadOccluded","noiseLevel"
"1325",1325,35,99,72,72,"NoGlasses","low",0.1,-6.5,10.1,0.002,0.006,0.096,0.575,0.085,0.019,0.214,0.003,FALSE,FALSE,FALSE,"low",0.23,117.2,56.9,123.3,48.3,109.6,58.7,116.2,59.9,154.3,54.8,150,86.9,160.8,48,137,70.6,150.6,54.5,137.9,56.1,142.6,66,149.3,52.6,149.9,57.4,128,56.7,120.1,89.4,137.9,88.2,141.1,47,127.9,66.5,137.6,83,121.2,57,137.7,85.5,144.2,55.6,138.1,92.3,124.3,72.8,101,53.6,115.7,55,145.8,71.2,0.96,0.06,1,0.02,0.32,0.04,0,0,1,0,0,0,1
"1070",1070,46,98,61,61,"NoGlasses","low",0,-5.7,-10.7,0.002,0.02,0.145,0.816,0.006,0.001,0.006,0.003,FALSE,FALSE,FALSE,"medium",0.65,116.1,62,119.8,57.1,110.9,62.9,114.7,64.8,142.8,59.2,138.1,91.8,147,51.4,126.4,77,139.3,58.9,129.4,62.4,132.5,73.1,138.5,57.5,139.2,62.1,121.8,63.4,121.6,94.6,129.2,92.9,129,55.7,121.1,73.8,128.5,89,119.1,62.7,129,92,134.3,60.7,129.7,97.1,120.2,78.9,105.3,56.7,114.8,60.6,134.8,78.8,0.04,1,0.07,0.1,0.93,0.09,0,0,1,0,0,0,2
"1270",1270,377,169,614,614,"NoGlasses","high",1,-0.4,-3.6,0.006,0,0,0.944,0.015,0.003,0.031,0,FALSE,FALSE,FALSE,"low",0.02,347,553.9,405.1,503.2,297.5,566,352.1,577.7,653.3,559.2,600.1,839.3,711.3,523.7,470.5,669.2,608.4,546.8,512.6,552.9,532.1,634.6,606.4,527.9,606.8,570.9,440.8,553.2,352.9,842.5,473.6,846.5,534.1,499.3,408.9,640,472.8,794.6,390.7,557.7,473,819,557.5,550.1,474.8,882.1,382.4,681.7,253,533.3,345.7,535.8,565.3,677.1,0.95,0.44,0.51,0.48,0.45,0.08,0,0,3,0,0,0,1
"173",173,89,169,144,144,"NoGlasses","low",0.2,-1.5,-6.3,0.006,0.008,0.333,0.611,0.015,0.003,0.023,0.002,FALSE,FALSE,FALSE,"low",0.06,212.4,129.2,225.1,109.4,204.3,129.3,212.2,130.8,277.6,126.3,269.9,198.4,291.5,105.9,238.1,157.2,268.2,127.1,247.9,128.7,254.6,152.7,267.9,124.9,268.7,128.7,231.1,129.3,216.8,202.8,243.2,210.9,253.1,107.6,227.6,153.7,240.9,185.2,221.2,129.7,241.3,190.5,259.5,129.9,243.4,218.6,220.1,163.6,193.1,105.7,211.7,127.2,259.4,161.4,1,0.01,0.41,0.04,0.74,0.1,1,0,1,0,0,0,1
"1156",1156,111,238,160,160,"NoGlasses","medium",0.3,-4.4,0.7,0,0.002,0.553,0.356,0.087,0,0,0.001,FALSE,FALSE,FALSE,"low",0,277,157.2,298.7,137.8,268.1,157.8,281.3,160.5,364.6,149.6,350,227.7,385.6,135.6,320.1,196,348.9,150.1,329.7,154.7,331.9,181.9,351.5,146.3,352.9,154.7,306.2,156.6,295.5,232.7,322.4,232.4,333.7,135.8,303.5,183.9,320.7,220.7,294.2,155.5,321.9,227.7,340.4,152.4,323.6,242.8,298.5,199.1,248.7,147.1,280.3,151.9,341.4,195.4,0.07,1,0.1,0.21,0.63,0.39,0,0,2,0,0,0,1
"657",657,174,192,223,223,"NoGlasses","low",0.03,0.6,-8.9,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"medium",0.34,258.6,236.4,272.4,206.4,236.8,237.7,252.6,242.2,370.3,237.5,353.8,335,396.2,214.3,296.2,293.7,354.6,235.5,313.6,241.8,320.6,278.8,355.4,229,354.4,242,286.4,241.2,254.6,338.4,302.2,352.7,328,206.6,276.2,279.2,299.7,322.4,268.8,240.2,300.1,334.1,337.5,239.1,302.8,368,264.6,294.1,215.5,210.8,253,228.9,335.3,296.7,1,0.01,0.51,0.17,0.69,0.06,1,0,1,0,0,0,2
"1310",1310,64,68,89,89,"NoGlasses","low",0.14,-3.9,-11.4,0.008,0,0,0.664,0.319,0.004,0.004,0,FALSE,FALSE,FALSE,"low",0,93.9,88.6,101.7,81,87.9,89.4,93.3,90.6,135,85.6,133.7,127.3,144.8,78.8,109.7,114,129.1,85.7,115.1,88.9,118.5,104.7,129.2,83.1,129.6,88.3,105.4,89.2,97.9,132.1,113.4,131.8,116.2,79.1,103,105.1,112.7,127.7,98.7,88.6,113.2,131,123.8,86.4,114,137.3,99.8,114.5,79.7,83.7,93.1,85.8,123.4,112.8,1,0.02,0.76,0.16,0.58,0.07,0,0,1,0,0,0,1
"1032",1032,56,2,312,282,"ReadingGlasses","low",0,5.3,-0.3,0.002,0.001,0.248,0.234,0.504,0.006,0.004,0.001,FALSE,FALSE,FALSE,"low",0.26,100.2,138.6,139.5,97.8,76.5,136.7,98.1,142.5,254.8,154.4,215.4,301.3,285.8,114.7,162.4,207.9,233.8,150.8,185.9,147.2,196,190.4,233,147.2,232.1,155,148.5,144.6,88.6,285.7,152.5,294.9,202.2,101.9,131.9,183.1,154.8,261.7,119.2,140.3,153.1,281.1,210.1,148.5,150.9,316.1,108.9,218.3,53.1,95.5,98.4,134.4,208.4,230.3,1,0.04,0.78,0.07,0.64,0.05,0,1,1,0,0,0,1
"1621",1621,89,116,85,85,"NoGlasses","low",0.04,-0.8,-4,0,0.001,0.097,0.867,0.029,0,0.004,0.001,FALSE,FALSE,FALSE,"low",0,138.5,109.8,148.3,106.8,132.8,110.5,139,113.1,183.3,109.9,175.2,150,192.7,104.3,158,140.6,176.1,109.9,164.2,113.3,166.2,129.1,176.4,107.4,177.4,113.4,153,113.6,143.2,150.1,158.4,153.7,167.3,106.5,150.2,129.2,158.9,151,145.7,111.1,158.9,153.4,170.2,111.6,158.6,159,146.9,137.3,123.1,105.1,139,107.6,170.3,136.2,1,0.02,0.44,0.12,0.43,0.18,0,0,1,0,0,0,1
"881",881,107,159,94,94,"NoGlasses","low",0.07,-0.1,4,0.025,0,0,0.003,0,0.674,0.298,0,FALSE,FALSE,FALSE,"low",0,185,132,198,124.8,179,132.5,185.3,134.6,233.6,132.6,220.1,178.9,246,123.6,207.4,153.3,226.7,132,212,134.5,214.2,146.2,226.8,131.3,226.9,134.4,201.7,134,191.9,179.9,206.6,180.6,217.3,124.2,199.2,145.7,207,171.2,191.9,133.3,207,175.7,220.9,133,205.9,187.4,194.3,156,167.6,125,185.9,131.2,218.9,155.6,1,0.03,0.16,0.12,0.64,0.21,0,0,1,0,0,0,1
"843",843,89,317,172,172,"NoGlasses","medium",0.28,4.3,-4.3,0,0.013,0.066,0.911,0.001,0,0.009,0,FALSE,FALSE,FALSE,"low",0,368.8,134.5,386,112.3,358.1,135.6,368.7,138,453.2,142.3,439,218.4,476.9,123.6,402,177.5,442,139.6,415.4,141.3,419,166.9,441.6,136.4,442.1,144.7,397.4,140.5,364,214.2,400.3,226.4,431.4,115.2,386.2,165,402.4,202.5,380.3,137.6,401,209.5,431,141.9,400.3,235.4,376.1,176.7,344.1,110.2,370.3,131.1,431,182.3,1,0.12,0.17,0.07,0.54,0.09,1,0,2,0,0,0,1
"1256",1256,140,251,181,181,"NoGlasses","low",0,7.1,11.5,0.001,0.042,0.019,0.833,0.01,0.004,0.086,0.005,FALSE,FALSE,FALSE,"medium",0.4,306.2,181.6,337.3,163.8,295,181.8,306.9,188.8,396.7,196.4,362.6,281.5,416.1,177.3,348.9,231.5,381.7,192.1,359.5,193,361.4,223.7,386.2,188.7,384,199,340,190.3,307.1,275.8,336.5,283.9,370.7,170.4,332.6,217.3,339.8,264.7,321.6,186.2,338.8,272.8,373.2,193.4,335.3,296.6,321.6,233.4,279.4,156.4,308.7,177.7,365.4,241.8,0.58,0.77,1,0.05,0.2,0.05,0,0,1,0,0,0,2
"38",38,235,399,392,392,"NoGlasses","low",0.03,-11.4,-10.1,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0.09,489.7,362.4,527.9,336.5,462.1,366.3,488.1,371,699.2,319.9,704.1,487.2,741.2,292.4,591.5,476.7,670.4,324.4,601.4,346.5,629.6,414.8,665.7,316.2,669.4,332.4,542.3,361,525.2,525.5,614.6,554.6,592.3,321.1,542,429.6,604.7,509.8,512.4,361.7,608.8,526.1,639,332.9,618.8,576.9,528.8,469.7,408,357.4,485.6,354.4,659.7,448.6,0.94,0.04,1,0.09,0.21,0.06,1,0,1,0,0,0,1
"758",758,110,309,142,142,"NoGlasses","medium",0.6,-1,2.3,0.009,0.018,0.11,0.635,0.123,0.016,0.074,0.015,FALSE,FALSE,FALSE,"low",0.28,348.4,148.7,365.9,130.7,338.5,148.9,348,151.1,418.5,149.1,409.5,213.9,433.3,136.1,383.2,184.8,409.6,148.4,389,151.6,395.2,174.2,409.6,147,409.5,150.8,371.3,151.5,348.8,213.6,382.1,224.1,392.9,131.3,366.9,174.3,381.9,203.3,359,150.2,381.6,208.1,401.1,149.6,382.2,232.1,358.4,185.4,321.9,135.5,348.1,146.8,403.3,186.1,0.96,0.08,1,0.12,0.16,0.08,1,0,2,0,0,0,1
"1163",1163,126,261,143,143,"NoGlasses","low",0,0.9,13.8,0.003,0,0,0.933,0.01,0.001,0.054,0,FALSE,FALSE,FALSE,"low",0,302.7,161.9,323.6,152.3,287.9,163.5,300.1,168.2,375.2,166.1,352.3,235.9,387.8,151.2,338,200.1,364.9,163.8,342.3,167.3,346.8,190.7,364.2,161,364.8,170.2,327.4,167.2,306.7,232.7,334.1,232.9,351.3,152.8,323.2,190.4,335.2,226.6,311.7,164.8,335.1,231.4,353.5,166.3,333.5,241.5,318,203,275.1,146.7,300.2,158.3,351.9,203.4,0.77,0.05,1,0.05,0.59,0.08,0,0,1,0,0,0,1
"1099",1099,54,65,77,77,"NoGlasses","low",0,-2.4,-4,0.001,0.027,0.739,0.033,0.002,0.003,0.193,0.001,FALSE,FALSE,FALSE,"low",0,87.7,74.8,96.9,68.1,82.2,75.2,87.7,76.2,124.3,71.5,116.7,111.8,131.9,64.6,103.4,94.2,120,71.9,108.6,74.7,109.8,88.4,118.7,70.9,119.1,73.5,96.8,75.8,91.3,112.8,103.7,116.8,107.1,67.2,95.9,88,102.4,105.3,93.1,74.7,102.8,109.7,113.1,72.9,104.1,122.7,91.3,93.7,71.5,69.4,86.8,73.6,114.1,93.4,0.95,0.03,1,0.07,0.15,0.11,0,0,1,0,0,0,1
"1588",1588,79,101,126,126,"NoGlasses","high",0.77,-2,-3.3,0,0,0.022,0.958,0.013,0,0.006,0,FALSE,FALSE,FALSE,"high",1,136.6,113.6,151.4,105.3,128.9,115.7,138.7,119.1,200.1,112,191.8,172.7,211.5,104.4,164.2,143.1,189.2,111.9,173,116.4,175.6,134.5,190.8,107.4,191.2,116.1,156.3,116.7,142,173.7,165.5,176,175.7,104.2,155.4,134.2,166.3,167.1,147.2,115.2,166.6,172.8,182.1,113.2,165.5,185.1,149.6,147.5,117.3,107.8,138,110.4,181.8,147.3,1,0.02,0.79,0.09,0.47,0.07,0,0,3,0,0,0,3
"1365",1365,46,174,134,134,"ReadingGlasses","low",0,-15.1,20.6,0.002,0,0.002,0.96,0.036,0,0,0,FALSE,FALSE,FALSE,"medium",0.35,199.3,91,219.8,73,189,93.3,200.9,94.3,269.8,82.9,276,139.2,280.8,64.5,252,110.5,261,81.9,245,84.5,257.4,100.4,261.1,79.5,261.6,85.2,225.9,88.2,218.6,147.9,253.2,145.2,242.7,71.3,229.4,107.3,252.3,136,211.1,90.5,253,142.9,252.3,83.7,254.4,152.9,225.9,120.6,168,82.8,199.7,87.2,267.4,112.7,0,0,0,0,0,0,0,1,1,0,0,0,2
"694",694,109,331,70,70,"NoGlasses","low",0.07,3.3,-6.9,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0,352.4,127.7,359,120.6,347.2,128,351.9,129.9,389.7,129.6,382.6,159.9,398.7,123.2,364.3,149.2,383.5,128.6,371,130.7,372.6,144.1,384.2,126.9,383.9,130.9,363.2,130.4,349.8,158.1,365.1,164.4,373.6,121.2,358.4,143,364.8,158.9,356.5,129.1,364.9,160.8,378.6,129.8,365,168.1,355.2,149.2,340.2,121.9,352.3,125.8,375.7,150.1,0.9,0.03,1,0.02,0.64,0.11,1,0,1,0,0,0,1
"388",388,193,214,199,199,"NoGlasses","low",0.09,-1.9,-12.2,0.002,0,0.974,0.024,0,0,0,0,FALSE,FALSE,FALSE,"low",0.21,271.2,248.9,286.8,235.5,255.6,250.6,269.1,255.9,370.3,244.3,358,338.3,386.3,225.1,303.6,305.9,357.3,243,318.7,252.4,327.4,285.8,355.6,237.9,356.1,250,294.3,253.6,276.5,338.5,310.6,345.9,327.8,231.2,289.4,287.9,309.7,338.6,282.5,251.6,310.6,345.3,342.2,246.7,310.6,354.3,281.5,306.7,232.7,239,270.1,243.4,338,304.9,0.16,0.28,0.06,1,0.46,0.33,1,0,1,0,0,0,1
"112",112,70,62,98,98,"NoGlasses","medium",0.38,-1.5,4.7,0.001,0.004,0.078,0.803,0.109,0.001,0.003,0.001,FALSE,FALSE,FALSE,"low",0.02,90.1,96,101.2,86.1,82.5,97,89.6,98.6,135.7,97.1,130.6,143.6,144.3,86.8,112.9,122.8,129.3,95.9,116.5,98.5,121.3,115.8,129.5,93.4,129.8,99.1,104.4,99.2,91.5,143.7,112.3,145.6,121.1,85.9,103.3,115.8,112.3,141.2,96.3,97.2,112.2,143.9,123.7,97.4,112.6,151.2,98.2,126,73.3,87.1,89.7,93.3,125.6,125.5,0.98,0.1,1,0.06,0.15,0.07,1,0,2,0,0,0,1
"158",158,95,169,223,223,"NoGlasses","low",0,-0.7,0.2,0,0.008,0.199,0.758,0.03,0,0.001,0.003,FALSE,FALSE,FALSE,"low",0.23,232.1,157.4,258.6,127.7,214.5,160.2,232,161.9,346.3,156.2,328.4,256.8,368.3,133.6,281.9,215,329.2,155.4,296.8,161.6,302.5,194.7,330.3,152,330.3,158.9,267.4,162.5,230.7,258.4,281,279,302.4,126.5,261.1,197.4,280,249.2,247.8,160.2,279.8,257.2,313.4,159,281.7,292,250.9,215,190.3,139.5,230.9,155.2,313.3,213.9,0.97,0.12,1,0.02,0.27,0.03,1,0,1,0,0,0,1
"500",500,95,94,114,114,"ReadingGlasses","medium",0.25,3,-4.4,0,0.001,0.204,0.761,0.03,0,0.002,0.001,FALSE,FALSE,FALSE,"medium",0.7,127.8,124.6,138.9,114.1,120.8,126.4,128.5,128.6,185.6,129,175.8,177.6,199.5,122,149.8,162.5,177.3,126.5,160,128.8,161.8,148.1,177.6,124,177.3,130.1,144.3,127.8,125.3,175.9,148.3,191.8,165.4,114,139.1,147.9,148.8,174.3,135.5,127.2,148.9,178.3,170.1,127.6,147.9,198.1,132.4,156.6,108.5,116.9,128.8,122.6,169.7,158,0,0,0,0,0,0,1,1,2,0,0,0,2
"819",819,70,478,94,94,"NoGlasses","low",0,-5.5,8.7,0,0,0.049,0.804,0.145,0,0,0.001,FALSE,FALSE,FALSE,"low",0,502.7,96.2,514.1,84.3,497.8,97,503.5,98.3,549.3,94.8,545.6,138.3,557.7,81.7,530,118.8,541.2,93.4,531,95.7,536.9,111.3,542.7,91.8,543.5,95.7,519.7,96.6,508.4,141.1,528.8,146.9,533.6,83.5,519.4,114,528.1,134.7,509.4,96.7,528.4,138.8,537.6,94.9,529.4,153.3,514.6,123.5,487,89.4,503.2,94.5,542.2,120.3,0.92,0.03,1,0.03,0.43,0.09,1,0,1,0,0,0,1
"1044",1044,139,216,225,225,"NoGlasses","medium",0.56,-1,-2.9,0,0.013,0.048,0.907,0.003,0.001,0.025,0.003,FALSE,FALSE,FALSE,"low",0,275.8,197.2,302.3,188.5,259.8,200.4,276.5,205.1,392.8,204.4,370.5,310,415.9,193.6,327.9,254.3,375.6,199.3,342.2,204.8,349.9,237.5,376.5,196.8,375.8,206.9,313.7,204,296.9,308.9,332.1,313.4,347.2,188.8,308.8,237.8,329.6,290.3,293.3,200.2,330.1,300.8,360.1,201.9,332.5,331.1,298.1,258.7,238,186.2,276.7,193.3,361,257.6,0.94,0.03,1,0.43,0.1,0.09,0,0,2,0,0,0,1
"642",642,194,213,161,161,"NoGlasses","low",0.04,7.5,8.4,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"medium",0.37,265,231.4,286.8,218,254.4,231.8,264.5,235.8,341.2,243.7,319.7,315.2,362.2,231.2,297.7,284.9,330.5,241.4,309.4,243.8,311.6,272.1,332.3,237.6,332.1,245.4,289.3,240.4,251.8,305.5,288.3,332.6,321,225.2,281.3,267.1,293.4,302.2,275,235.3,292.4,308.9,321.4,243.3,286.6,343.8,269.6,277,239.2,216.5,265.7,227.6,320.2,285.3,0,0,0,0,0,0,1,0,1,0,0,0,2
"1438",1438,133,650,228,228,"NoGlasses","low",0.06,5.9,6.2,0.002,0,0,0.781,0.217,0,0,0,FALSE,FALSE,FALSE,"low",0.29,723.6,189.8,758.2,168.7,708.2,191.1,720.3,198.2,831,203.8,801.3,307.2,856.6,182.4,766.2,256,818.3,198.5,783.9,202.3,787.1,244,817.9,192.9,815.6,208.6,753.4,199.4,709.5,295.5,758.3,309.5,792.5,172.4,745.4,238.6,759.3,296.9,736.8,196,757.7,306.9,800.6,201.3,756,323.9,732,257.8,678.6,169.1,724.1,184.2,792.6,264,1,0.01,0.47,0.08,0.48,0.12,0,0,1,0,0,0,1
"463",463,145,268,280,280,"NoGlasses","low",0,-3.3,20.2,0.002,0,0.083,0.915,0.001,0,0,0,FALSE,FALSE,FALSE,"low",0,345.3,216.5,389,186.2,329.5,216.7,347,224.8,477,215,451.6,355.8,500,181.9,432.9,298.5,456.7,213.4,426.9,223.1,448,275.6,460.8,207.5,461.6,222.4,398.1,223,355.9,357.2,418.3,363.6,436.2,184.5,393.6,275.1,422.7,348.2,367.1,220.2,421.1,356.6,444.8,218.3,418.4,379.6,383.8,303.3,294,191.4,348.5,208.9,458.8,303.8,0.52,0.14,1,0.02,0.36,0.41,1,0,1,0,0,0,1
"723",723,223,187,289,289,"ReadingGlasses","low",0,8.3,3.5,0.001,0.003,0.055,0.81,0.091,0.003,0.035,0.001,FALSE,FALSE,FALSE,"low",0,275.9,298,314.8,284.2,251.3,298.9,270,306.9,424.8,329.5,390.4,440.3,467.7,307.7,331.6,371.3,406.3,322.2,354.5,317.7,362.3,358.2,405.6,315.2,402.3,329.8,321.2,313.7,248.4,419.9,326.4,438.9,379,296.4,311.7,349,327.7,418.9,292.2,306.7,325.7,428.1,382.8,322.5,322.6,452.4,285.7,370,213.5,270.9,273.1,291.2,374.3,383.6,0.05,1,0.18,0.2,0.61,0.19,1,1,1,0,0,0,1
"523",523,269,697,689,689,"NoGlasses","low",0,16.6,10.4,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"medium",0.44,928.5,424.4,1055.9,371.4,871.2,411.6,916.7,444.4,1285.9,527.7,1129.5,790.2,1398.1,465.2,1061.2,655.9,1238.3,509.5,1134.5,499.8,1125.8,617.3,1244.3,496.2,1234.6,538.2,1037.3,476.6,842.6,726,985,805,1205.4,423.4,992.9,583.4,1005.9,747.5,973.3,449.3,997.1,774.5,1191.5,511.6,971.5,848.2,941.5,624.7,807.1,309.6,930.6,409.3,1141,677.5,0.87,0.02,1,0.05,0.48,0.18,1,0,1,0,0,0,2
"1023",1023,85,49,166,166,"NoGlasses","medium",0.29,-3.2,-9.3,0.001,0.001,0.076,0.908,0.012,0,0.001,0,FALSE,FALSE,FALSE,"high",0.72,94.1,131.2,111.1,113.5,86.4,133.1,95,133.5,177.8,129.6,171.1,203.7,197,113.9,129.5,176.9,166.4,128.8,140.6,132.5,148.7,157.5,166.3,125.3,167.3,131.7,118.9,133,100.9,208.6,135.6,214.8,141.8,111.1,114.9,158.5,133.4,202.9,103.5,131.2,134.8,206.9,155.9,130.5,137.6,221.1,106.6,173.6,64.5,121.4,94.8,128.3,158,173.3,1,0.04,0.52,0.24,0.35,0.09,0,0,2,0,0,0,3
"406",406,67,122,82,82,"NoGlasses","low",0.03,-1.7,-31.3,0.037,0,0.491,0.471,0,0.001,0,0,FALSE,FALSE,FALSE,"low",0,148.7,89.7,150.1,82.1,140.5,90.9,145.5,93.9,187,86.6,181.1,128.8,194.8,75.9,154.2,112.2,181.8,86.5,164.6,90.3,166.7,105.9,179.7,84.3,180.6,91,154.5,91,152.4,130,161.5,132,163,80.5,151.6,105.4,160.2,127.5,151.2,90.8,161,131.3,172.9,89.2,162.1,138.3,149.2,112.8,134.6,79.6,145.5,87.3,170.8,113.7,0.35,0.27,1,0.02,0.64,0.16,1,0,1,0,0,0,1
"751",751,89,323,63,63,"ReadingGlasses","low",0,-11.6,13.3,0.016,0.044,0.13,0.405,0.197,0.03,0.146,0.032,FALSE,FALSE,FALSE,"low",0,336.7,109.9,345.1,102.4,330.3,111,336.4,111.2,370.5,105.2,369.3,133.8,375.7,98.1,358.6,119.5,366.4,105.7,357.2,107.4,362.4,114.5,366.9,105.1,367.1,106.6,347.6,109.3,343,137.1,359.3,138.4,357,102,348.8,116.3,358.3,129.3,341.5,109.5,358.4,132.5,362.9,106.4,360.1,142.3,346.8,121.9,321.7,105.9,336.1,109.2,366.7,119.9,1,0.04,0.26,0.44,0.59,0.1,1,1,1,0,0,0,1
"1202",1202,235,223,279,279,"NoGlasses","low",0,-7.2,-26.8,0.011,0,0.838,0.133,0.01,0.005,0.003,0,FALSE,FALSE,FALSE,"low",0,310.3,311,318,288.1,289.8,318.7,306.9,322.7,427,294.6,424.2,441.5,444,255.8,346.5,383.1,409.7,296.3,365.2,312.5,374.8,354.3,404.7,290.4,407.4,307.4,328.4,316.7,327.1,454.7,370.4,471.8,354.3,281.3,323.5,362.2,361.3,427.8,322.5,314.1,363.3,441.9,386.9,305,374.1,490.1,317.7,386.3,257.6,283.2,303.5,306.8,392,374.6,0,0,0,0,0,0,0,0,1,0,0,0,1
"133",133,181,102,231,231,"NoGlasses","low",0,0.9,-20.9,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0,168,246.5,190.7,224.7,149.9,249.7,163.3,252.4,289.2,247.9,276.8,347.7,315.9,226.6,199.6,306.2,271.3,244,227.1,250.4,231.7,290.6,270.9,236.9,270.6,249.3,201.1,249.9,172.7,347.3,211.4,373.4,231.1,221.4,186.5,288.5,209.2,342.2,178.7,250.2,210,349.7,252.6,247,211.7,385.9,176.7,307.8,133.8,225.3,163.8,241.5,242.3,310.2,0.56,0.07,0.69,0.1,0.47,0.98,1,0,1,0,0,0,1
"1371",1371,52,43,130,130,"NoGlasses","low",0.16,-0.4,5.2,0.016,0,0,0.881,0.102,0,0.001,0,FALSE,FALSE,FALSE,"low",0.21,80.8,86.2,96,71.3,72.8,88.4,81.4,90.7,143,88.9,131.4,149.4,150.6,74.7,110.1,117.6,134.4,86.3,117.4,88.7,121.4,106.2,135.2,83,134.4,91,100.7,88.9,83.8,151.5,108.5,154.5,121.6,72.8,97.2,106.5,109,140.4,89.9,87.8,109.5,144.1,126.6,87.2,109.3,160.9,91,119.6,62.7,73.2,81,83.1,126.2,118.4,0,0,0,0,0,0,0,0,1,0,0,0,1
"531",531,83,86,171,171,"NoGlasses","low",0,-2.1,-22.7,0,0,0.223,0.762,0.013,0,0.001,0,FALSE,FALSE,FALSE,"medium",0.5,134.8,132.5,149.2,120.2,118.4,132,131,136.7,218.3,127.1,215.7,204.5,239.9,113.8,159.8,178.7,208.7,127.4,173.3,132.4,181.2,163.1,207.3,124.2,208.1,132.7,152.9,134.2,141.7,210.7,170,225.3,173.8,118.1,150.8,164,169,201.7,143.2,132.7,169.7,209.6,193.7,129.6,169.7,237.7,141.8,178.1,106.5,113.6,131.4,128.2,191.5,176.6,0.79,0.13,1,0.49,0.17,0.04,1,0,1,0,0,0,2
"1313",1313,54,62,102,102,"NoGlasses","low",0.16,16.4,15.8,0,0.002,0.481,0.225,0.242,0.004,0.044,0.001,FALSE,FALSE,FALSE,"low",0.08,98.3,74,118.7,72.6,93,73.7,98.3,78.8,146.1,92.6,121.3,136.6,156.9,85.5,121,105.1,136.9,87.5,129.1,87.7,127.8,103,140.6,85.3,138.5,92.5,117.3,83.5,88.5,125.8,107.6,130.1,133.3,78.6,110,98,112,123.2,107.1,78.7,109.9,129.1,132.9,87.9,105.4,137.3,103.9,106.5,83.7,63,101.7,71.7,128.3,113.1,0.4,0.13,1,0.04,0.25,0.52,0,0,1,0,0,0,1
"542",542,71,61,165,165,"NoGlasses","low",0,12.6,-2.6,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0,113.3,109.2,139.7,108.1,103.3,108.8,113.9,114.9,200.4,128.2,174.8,195,223.9,124.9,140.6,172.7,186.7,123.3,162.8,126,163.1,156.1,189.6,122.1,188.1,128.8,143.9,122.9,99.6,177.5,132.3,206.3,167.9,113.2,131.7,149.2,136,186.7,127.2,115.2,134.7,192.3,177.6,124.7,130.3,213.7,116.3,159.9,89.9,96.1,116.5,107.4,169.5,170.5,0.98,0.02,1,0.04,0.45,0.05,1,0,1,0,0,0,1
